Entity,Code,Year,"Average years of schooling gender ratio, 15-64 year olds"
Taiwan,TWN,1900,0.33333334
Taiwan,TWN,1905,0.39999998
Taiwan,TWN,1910,0.29999998
Taiwan,TWN,1915,0.4285714
Taiwan,TWN,1920,0.36842105
Taiwan,TWN,1925,0.54385966
Taiwan,TWN,1930,0.44864863
Taiwan,TWN,1935,0.42741933
Taiwan,TWN,1940,0.42333332
Taiwan,TWN,1945,0.4293948
Taiwan,TWN,1950,0.45093456
Taiwan,TWN,1955,0.46695095
Taiwan,TWN,1960,0.46954814
Taiwan,TWN,1965,0.5380334
Taiwan,TWN,1970,0.6362153
Taiwan,TWN,1975,0.7460087
Taiwan,TWN,1980,0.8522876
Taiwan,TWN,1985,0.90810156
Taiwan,TWN,1990,0.95828635
Taiwan,TWN,1995,0.9589744
Taiwan,TWN,2000,0.94835687
Taiwan,TWN,2005,0.9679098
Taiwan,TWN,2010,0.9495525
Tajikistan,TJK,2015,1.0810256
Tajikistan,TJK,2020,1.119497
Tajikistan,TJK,2025,1.1180774
Tajikistan,TJK,2030,1.1138717
Tajikistan,TJK,2035,1.1077235
Tajikistan,TJK,2040,1.105683
Tanzania,TZA,2015,0.9394856
Tanzania,TZA,2020,0.9656653
Tanzania,TZA,2025,0.97831976
Tanzania,TZA,2030,0.9858974
Tanzania,TZA,2035,0.9938951
Tanzania,TZA,2040,1.0023338
Thailand,THA,2015,1.002299
Thailand,THA,2020,1.0086207
Thailand,THA,2025,1.0172414
Thailand,THA,2030,1.0248804
Thailand,THA,2035,1.031617
Thailand,THA,2040,1.031115
Thailand,THA,1985,0.89552236
Thailand,THA,1990,0.9313544
Thailand,THA,1995,0.89983577
Thailand,THA,2000,0.93640697
Thailand,THA,2005,0.9567497
Thailand,THA,2010,0.99528855
Thailand,THA,1870,1
Thailand,THA,1875,1
Thailand,THA,1880,1
Thailand,THA,1885,1
Thailand,THA,1890,1
Thailand,THA,1895,4
Thailand,THA,1900,2
Thailand,THA,1905,0.4074074
Thailand,THA,1910,0.30769232
Thailand,THA,1915,0.27142859
Thailand,THA,1920,0.4637681
Thailand,THA,1925,0.6081081
Thailand,THA,1930,0.62222224
Thailand,THA,1935,0.64166665
Thailand,THA,1940,0.63398695
Thailand,THA,1945,0.6666667
Thailand,THA,1950,0.6264151
Thailand,THA,1955,0.6793103
Thailand,THA,1960,0.7147436
Thailand,THA,1965,0.7256318
Thailand,THA,1970,0.78758174
Thailand,THA,1975,0.8100559
Thailand,THA,1980,0.8527316
Togo,TGO,2015,0.6817073
Togo,TGO,2020,0.7345332
Togo,TGO,2025,0.7694704
Togo,TGO,2030,0.8060429
Togo,TGO,2035,0.8472999
Togo,TGO,2040,0.87522274
Togo,TGO,1985,0.40952381
Togo,TGO,1990,0.4571429
Togo,TGO,1995,0.49758452
Togo,TGO,2000,0.5224551
Togo,TGO,2005,0.5724534
Togo,TGO,2010,0.63164896
Togo,TGO,1870,1
Togo,TGO,1875,0.5
Togo,TGO,1880,0.5
Togo,TGO,1885,0.33333334
Togo,TGO,1890,0.33333334
Togo,TGO,1895,0.25
Togo,TGO,1900,0.16666667
Togo,TGO,1905,0.125
Togo,TGO,1910,0.16666667
Togo,TGO,1915,0.125
Togo,TGO,1920,0.15789473
Togo,TGO,1925,0.14285715
Togo,TGO,1930,0.11111112
Togo,TGO,1935,0.125
Togo,TGO,1940,0.15384616
Togo,TGO,1945,0.15789475
Togo,TGO,1950,0.171875
Togo,TGO,1955,0.18918918
Togo,TGO,1960,0.2087912
Togo,TGO,1965,0.23148148
Togo,TGO,1970,0.27027026
Togo,TGO,1975,0.34470987
Togo,TGO,1980,0.3770115
Tonga,TON,2015,1.0143627
Tonga,TON,2020,1.0132275
Tonga,TON,2025,1.0060294
Tonga,TON,2030,0.9958054
Tonga,TON,2035,0.9836334
Tonga,TON,2040,0.9728
Trinidad and Tobago,TTO,2015,1.0155821
Trinidad and Tobago,TTO,2020,1.0196956
Trinidad and Tobago,TTO,2025,1.022747
Trinidad and Tobago,TTO,2030,1.028133
Trinidad and Tobago,TTO,2035,1.0335289
Trinidad and Tobago,TTO,2040,1.0378289
Trinidad and Tobago,TTO,1985,0.9938725
Trinidad and Tobago,TTO,1990,0.9863169
Trinidad and Tobago,TTO,1995,0.9978332
Trinidad and Tobago,TTO,2000,1.007224
Trinidad and Tobago,TTO,2005,1.0137255
Trinidad and Tobago,TTO,2010,1.0119267
Trinidad and Tobago,TTO,1870,0.4615385
Trinidad and Tobago,TTO,1875,0.50666666
Trinidad and Tobago,TTO,1880,0.5714286
Trinidad and Tobago,TTO,1885,0.6372549
Trinidad and Tobago,TTO,1890,0.74358976
Trinidad and Tobago,TTO,1895,0.839416
Trinidad and Tobago,TTO,1900,0.8418079
Trinidad and Tobago,TTO,1905,0.8809524
Trinidad and Tobago,TTO,1910,0.89641434
Trinidad and Tobago,TTO,1915,0.9108911
Trinidad and Tobago,TTO,1920,0.95223886
Trinidad and Tobago,TTO,1925,0.9915493
Trinidad and Tobago,TTO,1930,1.0362694
Trinidad and Tobago,TTO,1935,1
Trinidad and Tobago,TTO,1940,0.9785408
Trinidad and Tobago,TTO,1945,0.952381
Trinidad and Tobago,TTO,1950,0.9217877
Trinidad and Tobago,TTO,1955,0.91964287
Trinidad and Tobago,TTO,1960,0.93086004
Trinidad and Tobago,TTO,1965,0.9299363
Trinidad and Tobago,TTO,1970,0.9433681
Trinidad and Tobago,TTO,1975,0.9623431
Trinidad and Tobago,TTO,1980,1.0039682
Tunisia,TUN,2015,0.8925439
Tunisia,TUN,2020,0.92834884
Tunisia,TUN,2025,0.9575937
Tunisia,TUN,2030,0.9850885
Tunisia,TUN,2035,1.0061947
Tunisia,TUN,2040,1.0235295
Tunisia,TUN,1985,0.5401174
Tunisia,TUN,1990,0.60548884
Tunisia,TUN,1995,0.6753445
Tunisia,TUN,2000,0.7396694
Tunisia,TUN,2005,0.8057644
Tunisia,TUN,2010,0.8732394
Tunisia,TUN,1870,1
Tunisia,TUN,1875,1
Tunisia,TUN,1880,1
Tunisia,TUN,1885,1
Tunisia,TUN,1890,1
Tunisia,TUN,1895,0.5
Tunisia,TUN,1900,0.5
Tunisia,TUN,1905,0.33333334
Tunisia,TUN,1910,0.36363634
Tunisia,TUN,1915,0.36842105
Tunisia,TUN,1920,0.4
Tunisia,TUN,1925,0.3
Tunisia,TUN,1930,0.28947368
Tunisia,TUN,1935,0.37704918
Tunisia,TUN,1940,0.33333334
Tunisia,TUN,1945,0.3333333
Tunisia,TUN,1950,0.3018868
Tunisia,TUN,1955,0.28682172
Tunisia,TUN,1960,0.29333332
Tunisia,TUN,1965,0.35467982
Tunisia,TUN,1970,0.39711192
Tunisia,TUN,1975,0.47765365
Tunisia,TUN,1980,0.50107986
Turkey,TUR,2015,0.870115
Turkey,TUR,2020,0.9047085
Turkey,TUR,2025,0.93428254
Turkey,TUR,2030,0.96157956
Turkey,TUR,2035,0.9833507
Turkey,TUR,2040,1.0060791
Turkey,TUR,1985,0.6405451
Turkey,TUR,1990,0.6629393
Turkey,TUR,1995,0.67954224
Turkey,TUR,2000,0.73770493
Turkey,TUR,2005,0.7733161
Turkey,TUR,2010,0.8378713
Turkey,TUR,1870,1
Turkey,TUR,1875,0.5
Turkey,TUR,1880,0.5
Turkey,TUR,1885,0.33333334
Turkey,TUR,1890,0.5
Turkey,TUR,1895,0.39999998
Turkey,TUR,1900,0.20689656
Turkey,TUR,1905,0.19512194
Turkey,TUR,1910,0.2162162
Turkey,TUR,1915,0.16363637
Turkey,TUR,1920,0.19117646
Turkey,TUR,1925,0.22222222
Turkey,TUR,1930,0.23157895
Turkey,TUR,1935,0.22807017
Turkey,TUR,1940,0.28688523
Turkey,TUR,1945,0.36231884
Turkey,TUR,1950,0.41509435
Turkey,TUR,1955,0.42783502
Turkey,TUR,1960,0.44
Turkey,TUR,1965,0.43812707
Turkey,TUR,1970,0.44886366
Turkey,TUR,1975,0.54797983
Turkey,TUR,1980,0.56993735
Uganda,UGA,2015,0.8984848
Uganda,UGA,2020,0.933526
Uganda,UGA,2025,0.95102036
Uganda,UGA,2030,0.9606099
Uganda,UGA,2035,0.95299643
Uganda,UGA,2040,0.9465649
Uganda,UGA,1985,0.534005
Uganda,UGA,1990,0.6403509
Uganda,UGA,1995,0.6561265
Uganda,UGA,2000,0.7329545
Uganda,UGA,2005,0.79334503
Uganda,UGA,2010,0.85736924
Uganda,UGA,1870,1
Uganda,UGA,1875,1
Uganda,UGA,1880,1
Uganda,UGA,1885,1
Uganda,UGA,1890,1
Uganda,UGA,1895,1
Uganda,UGA,1900,1
Uganda,UGA,1905,0.2142857
Uganda,UGA,1910,0.1923077
Uganda,UGA,1915,0.2
Uganda,UGA,1920,0.40983605
Uganda,UGA,1925,0.38805968
Uganda,UGA,1930,0.36986303
Uganda,UGA,1935,0.33333334
Uganda,UGA,1940,0.3181818
Uganda,UGA,1945,0.31858408
Uganda,UGA,1950,0.2986111
Uganda,UGA,1955,0.30487806
Uganda,UGA,1960,0.3186813
Uganda,UGA,1965,0.35051546
Uganda,UGA,1970,0.38793105
Uganda,UGA,1975,0.434629
Uganda,UGA,1980,0.4923077
Ukraine,UKR,2015,1.0234083
Ukraine,UKR,2020,1.0167754
Ukraine,UKR,2025,1.0055919
Ukraine,UKR,2030,0.9935185
Ukraine,UKR,2035,0.98166823
Ukraine,UKR,2040,0.9692308
United Arab Emirates,ARE,2015,1.1627648
United Arab Emirates,ARE,2020,1.1590414
United Arab Emirates,ARE,2025,1.1536018
United Arab Emirates,ARE,2030,1.1497436
United Arab Emirates,ARE,2035,1.1510934
United Arab Emirates,ARE,2040,1.1395793
United Kingdom,GBR,2015,0.9921383
United Kingdom,GBR,2020,0.996904
United Kingdom,GBR,2025,0.99923426
United Kingdom,GBR,2030,1.001514
United Kingdom,GBR,2035,1.0030007
United Kingdom,GBR,2040,1.0037147
United Kingdom,GBR,1985,1.0539273
United Kingdom,GBR,1990,1.0032362
United Kingdom,GBR,1995,0.99896693
United Kingdom,GBR,2000,1.0070423
United Kingdom,GBR,2005,0.9931094
United Kingdom,GBR,2010,0.98724085
United Kingdom,GBR,1870,1.202381
United Kingdom,GBR,1875,1.3333334
United Kingdom,GBR,1880,1.1792454
United Kingdom,GBR,1885,1.0588236
United Kingdom,GBR,1890,0.8477157
United Kingdom,GBR,1895,0.8008298
United Kingdom,GBR,1900,0.82857144
United Kingdom,GBR,1905,0.8765061
United Kingdom,GBR,1910,0.9157895
United Kingdom,GBR,1915,0.95215315
United Kingdom,GBR,1920,0.9889135
United Kingdom,GBR,1925,1.0061101
United Kingdom,GBR,1930,1.0300187
United Kingdom,GBR,1935,1.0238907
United Kingdom,GBR,1940,1.042623
United Kingdom,GBR,1945,1.0657052
United Kingdom,GBR,1950,1.050553
United Kingdom,GBR,1955,1.0347432
United Kingdom,GBR,1960,1.0289855
United Kingdom,GBR,1965,1.007874
United Kingdom,GBR,1970,0.99012345
United Kingdom,GBR,1975,0.9717979
United Kingdom,GBR,1980,1.0261594
United States,USA,2015,1.012112
United States,USA,2020,1.0143614
United States,USA,2025,1.015083
United States,USA,2030,1.0158132
United States,USA,2035,1.0142643
United States,USA,2040,1.0134933
United States,USA,1985,1.0024312
United States,USA,1990,1.008793
United States,USA,1995,0.99922055
United States,USA,2000,1.0076569
United States,USA,2005,1.0147059
United States,USA,2010,1.0159818
United States,USA,1870,1.002353
United States,USA,1875,1.01766
United States,USA,1880,1.0040984
United States,USA,1885,1
United States,USA,1890,1.0255474
United States,USA,1895,1.0360206
United States,USA,1900,1.0630049
United States,USA,1905,1.0628834
United States,USA,1910,1.083077
United States,USA,1915,1.0835822
United States,USA,1920,1.1036496
United States,USA,1925,1.0969529
United States,USA,1930,1.0996015
United States,USA,1935,1.0643564
United States,USA,1940,1.0703217
United States,USA,1945,1.0623556
United States,USA,1950,1.0290023
United States,USA,1955,1.0254707
United States,USA,1960,1.017801
United States,USA,1965,1.0067372
United States,USA,1970,1.0036101
United States,USA,1975,0.9898305
United States,USA,1980,0.987055
Uruguay,URY,2015,1.0730538
Uruguay,URY,2020,1.072104
Uruguay,URY,2025,1.0687646
Uruguay,URY,2030,1.062929
Uruguay,URY,2035,1.0561798
Uruguay,URY,2040,1.0495049
Uruguay,URY,1985,1.0498616
Uruguay,URY,1990,0.9519596
Uruguay,URY,1995,0.86951506
Uruguay,URY,2000,0.97169816
Uruguay,URY,2005,1.0744811
Uruguay,URY,2010,1.0734055
Uruguay,URY,1870,0.68421054
Uruguay,URY,1875,0.68750006
Uruguay,URY,1880,0.6779661
Uruguay,URY,1885,0.6712329
Uruguay,URY,1890,0.6818182
Uruguay,URY,1895,0.76842105
Uruguay,URY,1900,0.8514852
Uruguay,URY,1905,0.8636363
Uruguay,URY,1910,0.95918363
Uruguay,URY,1915,0.983871
Uruguay,URY,1920,0.9459459
Uruguay,URY,1925,0.8963211
Uruguay,URY,1930,0.9256966
Uruguay,URY,1935,0.94524497
Uruguay,URY,1940,0.96569926
Uruguay,URY,1945,0.97804886
Uruguay,URY,1950,0.9778761
Uruguay,URY,1955,0.983368
Uruguay,URY,1960,0.99802756
Uruguay,URY,1965,1.005535
Uruguay,URY,1970,1.0221089
Uruguay,URY,1975,1.0347003
Uruguay,URY,1980,1.0548148
Venezuela,VEN,2015,1.077189
Venezuela,VEN,2020,1.0745273
Venezuela,VEN,2025,1.0699676
Venezuela,VEN,2030,1.0635417
Venezuela,VEN,2035,1.0556116
Venezuela,VEN,2040,1.0450981
Venezuela,VEN,1985,0.97588134
Venezuela,VEN,1990,1.0308881
Venezuela,VEN,1995,1.0299003
Venezuela,VEN,2000,1.0393013
Venezuela,VEN,2005,1.0621693
Venezuela,VEN,2010,1.0855107
Venezuela,VEN,1870,1
Venezuela,VEN,1875,1
Venezuela,VEN,1880,1
Venezuela,VEN,1885,1
Venezuela,VEN,1890,1.6666667
Venezuela,VEN,1895,2
Venezuela,VEN,1900,0.87234044
Venezuela,VEN,1905,0.85483867
Venezuela,VEN,1910,0.923077
Venezuela,VEN,1915,0.8860759
Venezuela,VEN,1920,0.8172043
Venezuela,VEN,1925,0.7476635
Venezuela,VEN,1930,0.7280702
Venezuela,VEN,1935,0.71851856
Venezuela,VEN,1940,0.73202616
Venezuela,VEN,1945,0.69518715
Venezuela,VEN,1950,0.7225131
Venezuela,VEN,1955,0.7167382
Venezuela,VEN,1960,0.76
Venezuela,VEN,1965,0.8422819
Venezuela,VEN,1970,0.9019073
Venezuela,VEN,1975,0.923077
Venezuela,VEN,1980,0.9448399
Vietnam,VNM,2015,0.9358353
Vietnam,VNM,2020,0.95438594
Vietnam,VNM,2025,0.98187995
Vietnam,VNM,2030,0.99344265
Vietnam,VNM,2035,0.99685866
Vietnam,VNM,2040,1.0020121
World,OWID_WRL,2015,0.91643214
World,OWID_WRL,2020,0.95002514
World,OWID_WRL,2025,0.9690963
World,OWID_WRL,2030,0.98766565
World,OWID_WRL,2035,1.0020323
World,OWID_WRL,2040,1.0147179
World,OWID_WRL,1985,0.82065475
World,OWID_WRL,1990,0.8496894
World,OWID_WRL,1995,0.8365487
World,OWID_WRL,2000,0.835987
World,OWID_WRL,2005,0.8627158
World,OWID_WRL,2010,0.89219946
World,OWID_WRL,1870,0.7197266
World,OWID_WRL,1875,0.74877024
World,OWID_WRL,1880,0.74063474
World,OWID_WRL,1885,0.75345695
World,OWID_WRL,1890,0.72948456
World,OWID_WRL,1895,0.75703734
World,OWID_WRL,1900,0.7715625
World,OWID_WRL,1905,0.7599559
World,OWID_WRL,1910,0.75832164
World,OWID_WRL,1915,0.7609116
World,OWID_WRL,1920,0.7853627
World,OWID_WRL,1925,0.7895361
World,OWID_WRL,1930,0.7876538
World,OWID_WRL,1935,0.777269
World,OWID_WRL,1940,0.7886485
World,OWID_WRL,1945,0.78217584
World,OWID_WRL,1950,0.7678315
World,OWID_WRL,1955,0.760375
World,OWID_WRL,1960,0.76663303
World,OWID_WRL,1965,0.771089
World,OWID_WRL,1970,0.7824014
World,OWID_WRL,1975,0.78453296
World,OWID_WRL,1980,0.7946035
Yemen,YEM,2015,0.69669116
Yemen,YEM,2020,0.76677316
Yemen,YEM,2025,0.8421808
Yemen,YEM,2030,0.90352017
Yemen,YEM,2035,0.95209575
Yemen,YEM,2040,0.98340714
Yemen,YEM,1985,0.17272727
Yemen,YEM,1990,0.22772278
Yemen,YEM,1995,0.27372262
Yemen,YEM,2000,0.33425418
Yemen,YEM,2005,0.43255812
Yemen,YEM,2010,0.5803758
Yemen,YEM,1870,1
Yemen,YEM,1875,1
Yemen,YEM,1880,1
Yemen,YEM,1885,1
Yemen,YEM,1890,1
Yemen,YEM,1895,1
Yemen,YEM,1900,1
Yemen,YEM,1905,1
Yemen,YEM,1910,1
Yemen,YEM,1915,0.5
Yemen,YEM,1920,0.5
Yemen,YEM,1925,0.5
Yemen,YEM,1930,0.5
Yemen,YEM,1935,2
Yemen,YEM,1940,3
Yemen,YEM,1945,1
Yemen,YEM,1950,1
Yemen,YEM,1955,0.75
Yemen,YEM,1960,0.5
Yemen,YEM,1965,0.375
Yemen,YEM,1970,0.29999998
Yemen,YEM,1975,0.2142857
Yemen,YEM,1980,0.21428573
Zambia,ZMB,2015,0.9505562
Zambia,ZMB,2020,0.97635937
Zambia,ZMB,2025,0.99542856
Zambia,ZMB,2030,1.0111235
Zambia,ZMB,2035,1.0195227
Zambia,ZMB,2040,1.019916
Zambia,ZMB,1985,0.6254237
Zambia,ZMB,1990,0.65139115
Zambia,ZMB,1995,0.7672035
Zambia,ZMB,2000,0.82733816
Zambia,ZMB,2005,0.8948127
Zambia,ZMB,2010,0.9145078
Zambia,ZMB,1870,1
Zambia,ZMB,1875,1
Zambia,ZMB,1880,1
Zambia,ZMB,1885,1
Zambia,ZMB,1890,1
Zambia,ZMB,1895,1
Zambia,ZMB,1900,1
Zambia,ZMB,1905,1
Zambia,ZMB,1910,0.32
Zambia,ZMB,1915,0.33333334
Zambia,ZMB,1920,0.31666666
Zambia,ZMB,1925,0.3243243
Zambia,ZMB,1930,0.5806452
Zambia,ZMB,1935,0.5753424
Zambia,ZMB,1940,0.5555555
Zambia,ZMB,1945,0.5671642
Zambia,ZMB,1950,0.5672269
Zambia,ZMB,1955,0.5785441
Zambia,ZMB,1960,0.60606056
Zambia,ZMB,1965,0.6325301
Zambia,ZMB,1970,0.7
Zambia,ZMB,1975,0.6079665
Zambia,ZMB,1980,0.5942029
Zimbabwe,ZWE,2015,0.98516685
Zimbabwe,ZWE,2020,1.0012033
Zimbabwe,ZWE,2025,1.0153122
Zimbabwe,ZWE,2030,1.021764
Zimbabwe,ZWE,2035,1.0222718
Zimbabwe,ZWE,2040,1.0139785
Zimbabwe,ZWE,1985,0.71554774
Zimbabwe,ZWE,1990,0.7771174
Zimbabwe,ZWE,1995,0.82337314
Zimbabwe,ZWE,2000,0.87017995
Zimbabwe,ZWE,2005,0.9161452
Zimbabwe,ZWE,2010,0.95522386
Zimbabwe,ZWE,1870,1
Zimbabwe,ZWE,1875,1
Zimbabwe,ZWE,1880,1
Zimbabwe,ZWE,1885,1
Zimbabwe,ZWE,1890,1
Zimbabwe,ZWE,1895,1
Zimbabwe,ZWE,1900,1
Zimbabwe,ZWE,1905,1
Zimbabwe,ZWE,1910,1
Zimbabwe,ZWE,1915,0.9166667
Zimbabwe,ZWE,1920,0.9047619
Zimbabwe,ZWE,1925,0.8108108
Zimbabwe,ZWE,1930,0.7096774
Zimbabwe,ZWE,1935,0.6272727
Zimbabwe,ZWE,1940,0.6524823
Zimbabwe,ZWE,1945,0.7297298
Zimbabwe,ZWE,1950,0.6954315
Zimbabwe,ZWE,1955,0.6806722
Zimbabwe,ZWE,1960,0.69750893
Zimbabwe,ZWE,1965,0.70569617
Zimbabwe,ZWE,1970,0.7405405
Zimbabwe,ZWE,1975,0.7359413
Zimbabwe,ZWE,1980,0.73978496
