Entity,Code,Year,"Average years of schooling gender ratio, 15-64 year olds"
Afghanistan,AFG,2015,0.5623003
Afghanistan,AFG,2020,0.7125926
Afghanistan,AFG,2025,0.7846154
Afghanistan,AFG,2030,0.8636364
Afghanistan,AFG,2035,0.9195402
Afghanistan,AFG,2040,0.9622412
Afghanistan,AFG,1985,0.18815333
Afghanistan,AFG,1990,0.21726191
Afghanistan,AFG,1995,0.25396824
Afghanistan,AFG,2000,0.26483053
Afghanistan,AFG,2005,0.28235295
Afghanistan,AFG,2010,0.38078293
Afghanistan,AFG,1870,1
Afghanistan,AFG,1875,1
Afghanistan,AFG,1880,1
Afghanistan,AFG,1885,1
Afghanistan,AFG,1890,1
Afghanistan,AFG,1895,1
Afghanistan,AFG,1900,1
Afghanistan,AFG,1905,1
Afghanistan,AFG,1910,0.5
Afghanistan,AFG,1915,0.25
Afghanistan,AFG,1920,0.19999999
Afghanistan,AFG,1925,0.16666667
Afghanistan,AFG,1930,0.14285713
Afghanistan,AFG,1935,0.125
Afghanistan,AFG,1940,0.18181817
Afghanistan,AFG,1945,0.16666666
Afghanistan,AFG,1950,0.17021276
Afghanistan,AFG,1955,0.1509434
Afghanistan,AFG,1960,0.13846155
Afghanistan,AFG,1965,0.13157895
Afghanistan,AFG,1970,0.13709678
Afghanistan,AFG,1975,0.13939394
Afghanistan,AFG,1980,0.16666667
Africa,,2015,0.8663694
Africa,,2020,0.8989947
Africa,,2025,0.9269782
Africa,,2030,0.9485994
Africa,,2035,0.9665528
Africa,,2040,0.98175836
Africa,,1870,0.10099368
Africa,,1875,0.08352475
Africa,,1880,0.074014574
Africa,,1885,0.06117203
Africa,,1890,0.064837925
Africa,,1895,0.06382824
Africa,,1900,0.12553339
Africa,,1905,0.21800879
Africa,,1910,0.29702055
Africa,,1915,0.36125177
Africa,,1920,0.42103922
Africa,,1925,0.45974714
Africa,,1930,0.5092746
Africa,,1935,0.5549296
Africa,,1940,0.56852806
Africa,,1945,0.57956994
Africa,,1950,0.5526342
Africa,,1955,0.53931254
Africa,,1960,0.5247982
Africa,,1965,0.51305085
Africa,,1970,0.52579385
Africa,,1975,0.5448542
Africa,,1980,0.5572146
Africa,,1985,0.5897002
Africa,,1990,0.6502244
Africa,,1995,0.7033309
Africa,,2000,0.73514533
Africa,,2005,0.7800801
Africa,,2010,0.8292929
Albania,ALB,2015,0.96847296
Albania,ALB,2020,0.96666664
Albania,ALB,2025,0.96564525
Albania,ALB,2030,0.9690909
Albania,ALB,2035,0.9689441
Albania,ALB,2040,0.96972317
Albania,ALB,1985,0.8935407
Albania,ALB,1990,0.91536754
Albania,ALB,1995,0.9441914
Albania,ALB,2000,0.96343875
Albania,ALB,2005,0.98065764
Albania,ALB,2010,0.9904672
Albania,ALB,1870,1
Albania,ALB,1875,1
Albania,ALB,1880,1
Albania,ALB,1885,1.25
Albania,ALB,1890,1.5
Albania,ALB,1895,1.5999999
Albania,ALB,1900,1.2857144
Albania,ALB,1905,1.2222222
Albania,ALB,1910,1
Albania,ALB,1915,0.96
Albania,ALB,1920,0.87179494
Albania,ALB,1925,0.8545454
Albania,ALB,1930,0.8472222
Albania,ALB,1935,0.82608694
Albania,ALB,1940,0.76859504
Albania,ALB,1945,0.78109455
Albania,ALB,1950,0.70061725
Albania,ALB,1955,0.67908305
Albania,ALB,1960,0.71087533
Albania,ALB,1965,0.7227488
Albania,ALB,1970,0.7657143
Albania,ALB,1975,0.81732285
Albania,ALB,1980,0.86290324
Algeria,DZA,2015,0.9661898
Algeria,DZA,2020,0.99390984
Algeria,DZA,2025,1.0277137
Algeria,DZA,2030,1.058114
Algeria,DZA,2035,1.0829874
Algeria,DZA,2040,1.1020813
Algeria,DZA,1985,0.5441441
Algeria,DZA,1990,0.6006339
Algeria,DZA,1995,0.6856725
Algeria,DZA,2000,0.770803
Algeria,DZA,2005,0.85714287
Algeria,DZA,2010,0.91917807
Algeria,DZA,1870,0.055555552
Algeria,DZA,1875,0.041666668
Algeria,DZA,1880,0.03333333
Algeria,DZA,1885,0.027777776
Algeria,DZA,1890,0.023809524
Algeria,DZA,1895,0.020833334
Algeria,DZA,1900,0.31034485
Algeria,DZA,1905,0.5074627
Algeria,DZA,1910,0.6081081
Algeria,DZA,1915,0.6911765
Algeria,DZA,1920,0.72
Algeria,DZA,1925,0.775
Algeria,DZA,1930,0.7926829
Algeria,DZA,1935,0.82352936
Algeria,DZA,1940,0.7282609
Algeria,DZA,1945,0.68041235
Algeria,DZA,1950,0.6938775
Algeria,DZA,1955,0.69072163
Algeria,DZA,1960,0.50420165
Algeria,DZA,1965,0.3333333
Algeria,DZA,1970,0.3219697
Algeria,DZA,1975,0.41049385
Algeria,DZA,1980,0.48507464
Argentina,ARG,2015,1.0393199
Argentina,ARG,2020,1.0371901
Argentina,ARG,2025,1.0330993
Argentina,ARG,2030,1.0292969
Argentina,ARG,2035,1.0256897
Argentina,ARG,2040,1.0204461
Argentina,ARG,1985,1.0012376
Argentina,ARG,1990,1.030445
Argentina,ARG,1995,1.0389016
Argentina,ARG,2000,1.0496615
Argentina,ARG,2005,1.0253968
Argentina,ARG,2010,1.0356394
Argentina,ARG,1870,0.90243906
Argentina,ARG,1875,0.92
Argentina,ARG,1880,0.9499999
Argentina,ARG,1885,1.0312501
Argentina,ARG,1890,1.0882353
Argentina,ARG,1895,0.96428573
Argentina,ARG,1900,0.9207921
Argentina,ARG,1905,1.0068965
Argentina,ARG,1910,0.978142
Argentina,ARG,1915,0.89068824
Argentina,ARG,1920,0.93708605
Argentina,ARG,1925,0.9152047
Argentina,ARG,1930,0.9072165
Argentina,ARG,1935,0.93269235
Argentina,ARG,1940,0.9591837
Argentina,ARG,1945,0.9599157
Argentina,ARG,1950,0.9521913
Argentina,ARG,1955,0.9442379
Argentina,ARG,1960,0.94691783
Argentina,ARG,1965,0.95616883
Argentina,ARG,1970,0.9696049
Argentina,ARG,1975,0.97890294
Argentina,ARG,1980,0.958279
Armenia,ARM,2015,1.0222436
Armenia,ARM,2020,1.0298077
Armenia,ARM,2025,1.0354067
Armenia,ARM,2030,1.036897
Armenia,ARM,2035,1.0364146
Armenia,ARM,2040,1.03407
Asia,,2015,0.87975496
Asia,,2020,0.9296549
Asia,,2025,0.95647025
Asia,,2030,0.9833452
Asia,,2035,1.0039332
Asia,,2040,1.0219991
Asia,,1870,0.34858406
Asia,,1875,0.3394853
Asia,,1880,0.3300796
Asia,,1885,0.30458474
Asia,,1890,0.1782741
Asia,,1895,0.39090204
Asia,,1900,0.38731378
Asia,,1905,0.34374005
Asia,,1910,0.3001627
Asia,,1915,0.33767232
Asia,,1920,0.39726248
Asia,,1925,0.42211688
Asia,,1930,0.40927985
Asia,,1935,0.41529664
Asia,,1940,0.5425151
Asia,,1945,0.53197455
Asia,,1950,0.5361554
Asia,,1955,0.5471845
Asia,,1960,0.57952446
Asia,,1965,0.6179808
Asia,,1970,0.66244614
Asia,,1975,0.6817576
Asia,,1980,0.7065597
Asia,,1985,0.7515813
Asia,,1990,0.7950998
Asia,,1995,0.76557696
Asia,,2000,0.76352364
Asia,,2005,0.80135196
Asia,,2010,0.8419817
Australia,AUS,2015,1.0140296
Australia,AUS,2020,1.0155884
Australia,AUS,2025,1.0156372
Australia,AUS,2030,1.0148902
Australia,AUS,2035,1.0117832
Australia,AUS,2040,1.0086546
Australia,AUS,1985,0.9792387
Australia,AUS,1990,0.98611104
Australia,AUS,1995,0.99566346
Australia,AUS,2000,1.0035242
Australia,AUS,2005,1.0128976
Australia,AUS,2010,1.0137813
Australia,AUS,1870,0.67171717
Australia,AUS,1875,0.7115385
Australia,AUS,1880,0.7688889
Australia,AUS,1885,0.8418973
Australia,AUS,1890,0.8615917
Australia,AUS,1895,0.7828746
Australia,AUS,1900,0.9523809
Australia,AUS,1905,1.005988
Australia,AUS,1910,0.9820051
Australia,AUS,1915,0.8004201
Australia,AUS,1920,0.9126016
Australia,AUS,1925,0.97468346
Australia,AUS,1930,0.96568626
Australia,AUS,1935,0.961136
Australia,AUS,1940,0.95271206
Australia,AUS,1945,0.9453836
Australia,AUS,1950,0.9466825
Australia,AUS,1955,0.94279176
Australia,AUS,1960,0.94678485
Australia,AUS,1965,0.9532413
Australia,AUS,1970,0.9120983
Australia,AUS,1975,0.94684684
Australia,AUS,1980,0.9757576
Austria,AUT,2015,0.9441816
Austria,AUT,2020,0.9668875
Austria,AUT,2025,1.0333008
Austria,AUT,2030,1.0489717
Austria,AUT,2035,1.0625612
Austria,AUT,2040,1.0726203
Austria,AUT,1985,0.8145161
Austria,AUT,1990,0.84392416
Austria,AUT,1995,0.86534446
Austria,AUT,2000,0.882353
Austria,AUT,2005,0.8982725
Austria,AUT,2010,0.91856056
Austria,AUT,1870,0.34954408
Austria,AUT,1875,0.3633721
Austria,AUT,1880,0.39058173
Austria,AUT,1885,0.48587573
Austria,AUT,1890,0.5205128
Austria,AUT,1895,0.52522933
Austria,AUT,1900,0.5154004
Austria,AUT,1905,0.5606937
Austria,AUT,1910,0.6007259
Austria,AUT,1915,0.63573885
Austria,AUT,1920,0.675453
Austria,AUT,1925,0.6911315
Austria,AUT,1930,0.74374086
Austria,AUT,1935,0.7601116
Austria,AUT,1940,0.8052325
Austria,AUT,1945,0.86915886
Austria,AUT,1950,0.9235772
Austria,AUT,1955,0.9268707
Austria,AUT,1960,0.9080267
Austria,AUT,1965,0.81344306
Austria,AUT,1970,0.7717391
Austria,AUT,1975,0.7796209
Austria,AUT,1980,0.7936694
Bahrain,BHR,2015,1.0559895
Bahrain,BHR,2020,1.0369914
Bahrain,BHR,2025,1.0341982
Bahrain,BHR,2030,1.040909
Bahrain,BHR,2035,1.0437636
Bahrain,BHR,2040,1.0391121
Bangladesh,BGD,2015,1.0975232
Bangladesh,BGD,2020,1.1921331
Bangladesh,BGD,2025,1.224138
Bangladesh,BGD,2030,1.2568306
Bangladesh,BGD,2035,1.2844156
Bangladesh,BGD,2040,1.307311
Bangladesh,BGD,1985,0.5173333
Bangladesh,BGD,1990,0.6201551
Bangladesh,BGD,1995,0.72325575
Bangladesh,BGD,2000,0.8342967
Bangladesh,BGD,2005,0.91019
Bangladesh,BGD,2010,0.9873417
Bangladesh,BGD,1870,0.5
Bangladesh,BGD,1875,0.33333334
Bangladesh,BGD,1880,0.33333334
Bangladesh,BGD,1885,0.25
Bangladesh,BGD,1890,0.16666667
Bangladesh,BGD,1895,0.14285713
Bangladesh,BGD,1900,0.099999994
Bangladesh,BGD,1905,0.15151514
Bangladesh,BGD,1910,0.1607143
Bangladesh,BGD,1915,0.14864865
Bangladesh,BGD,1920,0.17142858
Bangladesh,BGD,1925,0.1686747
Bangladesh,BGD,1930,0.17894737
Bangladesh,BGD,1935,0.18691587
Bangladesh,BGD,1940,0.17886178
Bangladesh,BGD,1945,0.17857143
Bangladesh,BGD,1950,0.18243244
Bangladesh,BGD,1955,0.18421052
Bangladesh,BGD,1960,0.20000002
Bangladesh,BGD,1965,0.235
Bangladesh,BGD,1970,0.26027396
Bangladesh,BGD,1975,0.28629032
Bangladesh,BGD,1980,0.40184048
Barbados,BRB,2015,1.0906076
Barbados,BRB,2020,1.0975082
Barbados,BRB,2025,1.0997876
Barbados,BRB,2030,1.0972078
Barbados,BRB,2035,1.0884422
Barbados,BRB,2040,1.0792563
Barbados,BRB,1985,0.9742389
Barbados,BRB,1990,0.9965909
Barbados,BRB,1995,1.0099669
Barbados,BRB,2000,1.0285714
Barbados,BRB,2005,1.0456522
Barbados,BRB,2010,1.069264
Barbados,BRB,1870,0.14673914
Barbados,BRB,1875,0.16256158
Barbados,BRB,1880,0.18061674
Barbados,BRB,1885,0.21645021
Barbados,BRB,1890,0.25738397
Barbados,BRB,1895,0.3173913
Barbados,BRB,1900,0.38961038
Barbados,BRB,1905,0.56704986
Barbados,BRB,1910,0.53207546
Barbados,BRB,1915,0.60544217
Barbados,BRB,1920,0.6808511
Barbados,BRB,1925,0.79166675
Barbados,BRB,1930,0.9221557
Barbados,BRB,1935,0.9721449
Barbados,BRB,1940,0.9898219
Barbados,BRB,1945,1.0092807
Barbados,BRB,1950,0.9830509
Barbados,BRB,1955,0.9917865
Barbados,BRB,1960,0.9576923
Barbados,BRB,1965,0.94428575
Barbados,BRB,1970,0.9690722
Barbados,BRB,1975,0.96786153
Barbados,BRB,1980,0.9681529
Belgium,BEL,2015,1.0168738
Belgium,BEL,2020,1.0280702
Belgium,BEL,2025,1.0348432
Belgium,BEL,2030,1.0422778
Belgium,BEL,2035,1.0464317
Belgium,BEL,2040,1.0478632
Belgium,BEL,1985,0.96145827
Belgium,BEL,1990,0.9733465
Belgium,BEL,1995,0.98692805
Belgium,BEL,2000,0.9972652
Belgium,BEL,2005,0.99909997
Belgium,BEL,2010,1.0035492
Belgium,BEL,1870,0.22836539
Belgium,BEL,1875,0.5077399
Belgium,BEL,1880,0.5762195
Belgium,BEL,1885,0.61027193
Belgium,BEL,1890,0.55294114
Belgium,BEL,1895,0.5663717
Belgium,BEL,1900,0.5816024
Belgium,BEL,1905,0.5677966
Belgium,BEL,1910,0.4666667
Belgium,BEL,1915,0.55741626
Belgium,BEL,1920,0.65952384
Belgium,BEL,1925,0.7465116
Belgium,BEL,1930,0.8208955
Belgium,BEL,1935,0.8940937
Belgium,BEL,1940,0.9183673
Belgium,BEL,1945,0.9363784
Belgium,BEL,1950,0.9474432
Belgium,BEL,1955,0.95770806
Belgium,BEL,1960,0.9384817
Belgium,BEL,1965,0.92366415
Belgium,BEL,1970,0.9357576
Belgium,BEL,1975,0.93764436
Belgium,BEL,1980,0.9508734
Belize,BLZ,2015,1.0066539
Belize,BLZ,2020,1.0084349
Belize,BLZ,2025,1.0092506
Belize,BLZ,2030,1.0100273
Belize,BLZ,2035,1.0125786
Belize,BLZ,2040,1.0123566
Belize,BLZ,1985,0.9865031
Belize,BLZ,1990,1.0033482
Belize,BLZ,1995,1.0041666
Belize,BLZ,2000,1.0029498
Belize,BLZ,2005,1.0046555
Belize,BLZ,2010,1.0080072
Belize,BLZ,1870,0.14925373
Belize,BLZ,1875,0.14457831
Belize,BLZ,1880,0.16842104
Belize,BLZ,1885,0.17213114
Belize,BLZ,1890,0.17105263
Belize,BLZ,1895,0.18181819
Belize,BLZ,1900,0.19196428
Belize,BLZ,1905,0.4172662
Belize,BLZ,1910,0.55454546
Belize,BLZ,1915,0.61154854
Belize,BLZ,1920,0.8442822
Belize,BLZ,1925,0.9147465
Belize,BLZ,1930,0.9912088
Belize,BLZ,1935,1.0020367
Belize,BLZ,1940,0.98874295
Belize,BLZ,1945,0.98073554
Belize,BLZ,1950,0.989071
Belize,BLZ,1955,0.9840426
Belize,BLZ,1960,0.9847328
Belize,BLZ,1965,0.96770185
Belize,BLZ,1970,0.97987425
Belize,BLZ,1975,0.97445256
Belize,BLZ,1980,0.9836478
Benin,BEN,2015,0.6900311
Benin,BEN,2020,0.7527933
Benin,BEN,2025,0.7927136
Benin,BEN,2030,0.8226545
Benin,BEN,2035,0.8434873
Benin,BEN,2040,0.85325557
Benin,BEN,1985,0.40466926
Benin,BEN,1990,0.45222926
Benin,BEN,1995,0.473262
Benin,BEN,2000,0.48000002
Benin,BEN,2005,0.53692615
Benin,BEN,2010,0.6221034
Benin,BEN,1870,1
Benin,BEN,1875,1
Benin,BEN,1880,1
Benin,BEN,1885,1
Benin,BEN,1890,1
Benin,BEN,1895,0.5
Benin,BEN,1900,0.5
Benin,BEN,1905,0.33333334
Benin,BEN,1910,0.5
Benin,BEN,1915,0.39999998
Benin,BEN,1920,0.33333334
Benin,BEN,1925,0.31578946
Benin,BEN,1930,0.36666664
Benin,BEN,1935,0.34146342
Benin,BEN,1940,0.328125
Benin,BEN,1945,0.33783785
Benin,BEN,1950,0.3461539
Benin,BEN,1955,0.34408602
Benin,BEN,1960,0.34579438
Benin,BEN,1965,0.34999996
Benin,BEN,1970,0.35877866
Benin,BEN,1975,0.36805552
Benin,BEN,1980,0.37433153
Bolivia,BOL,2015,0.90286976
Bolivia,BOL,2020,0.92667377
Bolivia,BOL,2025,0.94564104
Bolivia,BOL,2030,0.9614244
Bolivia,BOL,2035,0.9769894
Bolivia,BOL,2040,0.9907236
Bolivia,BOL,1985,0.7578534
Bolivia,BOL,1990,0.8030661
Bolivia,BOL,1995,0.82339704
Bolivia,BOL,2000,0.84582895
Bolivia,BOL,2005,0.86503726
Bolivia,BOL,2010,0.88351643
Bolivia,BOL,1870,0.3333333
Bolivia,BOL,1875,0.33333334
Bolivia,BOL,1880,0.3333333
Bolivia,BOL,1885,0.3333333
Bolivia,BOL,1890,0.3043478
Bolivia,BOL,1895,0.31034485
Bolivia,BOL,1900,0.3333333
Bolivia,BOL,1905,0.4047619
Bolivia,BOL,1910,0.46
Bolivia,BOL,1915,0.484375
Bolivia,BOL,1920,0.5222222
Bolivia,BOL,1925,0.56363636
Bolivia,BOL,1930,0.5984252
Bolivia,BOL,1935,0.6490385
Bolivia,BOL,1940,0.66233766
Bolivia,BOL,1945,0.6653544
Bolivia,BOL,1950,0.65646255
Bolivia,BOL,1955,0.6422287
Bolivia,BOL,1960,0.62113404
Bolivia,BOL,1965,0.622807
Bolivia,BOL,1970,0.63385826
Bolivia,BOL,1975,0.65292096
Bolivia,BOL,1980,0.7060562
Botswana,BWA,2015,0.98934114
Botswana,BWA,2020,0.995283
Botswana,BWA,2025,1
Botswana,BWA,2030,1.0072794
Botswana,BWA,2035,1.0116591
Botswana,BWA,2040,1.0194863
Brazil,BRA,2015,1.0816326
Brazil,BRA,2020,1.083442
Brazil,BRA,2025,1.0839598
Brazil,BRA,2030,1.0856453
Brazil,BRA,2035,1.0861467
Brazil,BRA,2040,1.0840807
Brazil,BRA,1985,1.0575
Brazil,BRA,1990,1.0866808
Brazil,BRA,1995,1.0752689
Brazil,BRA,2000,1.0531914
Brazil,BRA,2005,1.0399467
Brazil,BRA,2010,1.0592686
Brazil,BRA,1870,0.041666668
Brazil,BRA,1875,0.06451613
Brazil,BRA,1880,0.078947365
Brazil,BRA,1885,0.13636364
Brazil,BRA,1890,0.23404256
Brazil,BRA,1895,0.3541667
Brazil,BRA,1900,0.5774648
Brazil,BRA,1905,0.63529414
Brazil,BRA,1910,1.0769231
Brazil,BRA,1915,0.9893617
Brazil,BRA,1920,0.98165137
Brazil,BRA,1925,0.9749999
Brazil,BRA,1930,0.9285714
Brazil,BRA,1935,0.8703703
Brazil,BRA,1940,0.8757062
Brazil,BRA,1945,0.8608247
Brazil,BRA,1950,0.8268398
Brazil,BRA,1955,0.844
Brazil,BRA,1960,0.8634686
Brazil,BRA,1965,0.8956229
Brazil,BRA,1970,0.9014492
Brazil,BRA,1975,0.9391892
Brazil,BRA,1980,0.98376626
Brunei,BRN,2015,0.98904705
Brunei,BRN,2020,0.99355525
Brunei,BRN,2025,0.99484015
Brunei,BRN,2030,0.9950446
Brunei,BRN,2035,1.0038023
Brunei,BRN,2040,1.0099458
Bulgaria,BGR,2015,1.0226843
Bulgaria,BGR,2020,1.0149953
Bulgaria,BGR,2025,1.0065116
Bulgaria,BGR,2030,0.9954086
Bulgaria,BGR,2035,0.98372513
Bulgaria,BGR,2040,0.9680851
Bulgaria,BGR,1985,0.9619261
Bulgaria,BGR,1990,0.99654776
Bulgaria,BGR,1995,1.0118918
Bulgaria,BGR,2000,1.0251837
Bulgaria,BGR,2005,1.0228789
Bulgaria,BGR,2010,1.0200913
Bulgaria,BGR,1870,0.2689655
Bulgaria,BGR,1875,0.30136985
Bulgaria,BGR,1880,0.32885906
Bulgaria,BGR,1885,0.35714287
Bulgaria,BGR,1890,0.37654322
Bulgaria,BGR,1895,0.36979166
Bulgaria,BGR,1900,0.3640351
Bulgaria,BGR,1905,0.38493723
Bulgaria,BGR,1910,0.3590604
Bulgaria,BGR,1915,0.3862069
Bulgaria,BGR,1920,0.3824131
Bulgaria,BGR,1925,0.40881765
Bulgaria,BGR,1930,0.4410569
Bulgaria,BGR,1935,0.4672131
Bulgaria,BGR,1940,0.5149105
Bulgaria,BGR,1945,0.58979595
Bulgaria,BGR,1950,0.77232146
Bulgaria,BGR,1955,0.8226415
Bulgaria,BGR,1960,0.8581561
Bulgaria,BGR,1965,0.89357424
Bulgaria,BGR,1970,0.9080292
Bulgaria,BGR,1975,0.92467535
Bulgaria,BGR,1980,0.94391406
Burundi,BDI,2015,0.802935
Burundi,BDI,2020,0.86556166
Burundi,BDI,2025,0.90849674
Burundi,BDI,2030,0.94239295
Burundi,BDI,2035,0.97252744
Burundi,BDI,2040,0.99615383
Cambodia,KHM,2015,0.7715232
Cambodia,KHM,2020,0.8062015
Cambodia,KHM,2025,0.85029066
Cambodia,KHM,2030,0.8930988
Cambodia,KHM,2035,0.9328264
Cambodia,KHM,2040,0.96208537
Cambodia,KHM,1985,0.46411487
Cambodia,KHM,1990,0.5090498
Cambodia,KHM,1995,0.5472527
Cambodia,KHM,2000,0.6187363
Cambodia,KHM,2005,0.6776699
Cambodia,KHM,2010,0.73519164
Cambodia,KHM,1870,1
Cambodia,KHM,1875,1
Cambodia,KHM,1880,1
Cambodia,KHM,1885,1
Cambodia,KHM,1890,1
Cambodia,KHM,1895,1
Cambodia,KHM,1900,1
Cambodia,KHM,1905,1
Cambodia,KHM,1910,1
Cambodia,KHM,1915,0.5
Cambodia,KHM,1920,0.5
Cambodia,KHM,1925,0.33333334
Cambodia,KHM,1930,0.19999999
Cambodia,KHM,1935,0.14285713
Cambodia,KHM,1940,0.16666667
Cambodia,KHM,1945,0.16
Cambodia,KHM,1950,0.14634146
Cambodia,KHM,1955,0.14634147
Cambodia,KHM,1960,0.28934008
Cambodia,KHM,1965,0.3112033
Cambodia,KHM,1970,0.35888502
Cambodia,KHM,1975,0.41566265
Cambodia,KHM,1980,0.4321608
Cameroon,CMR,2015,0.86393654
Cameroon,CMR,2020,0.8884615
Cameroon,CMR,2025,0.9170732
Cameroon,CMR,2030,0.9468208
Cameroon,CMR,2035,0.9737417
Cameroon,CMR,2040,0.99896264
Cameroon,CMR,1985,0.6376811
Cameroon,CMR,1990,0.69454545
Cameroon,CMR,1995,0.73246324
Cameroon,CMR,2000,0.76993865
Cameroon,CMR,2005,0.80654764
Cameroon,CMR,2010,0.86880463
Cameroon,CMR,1870,1
Cameroon,CMR,1875,1
Cameroon,CMR,1880,0.5
Cameroon,CMR,1885,0.5
Cameroon,CMR,1890,1
Cameroon,CMR,1895,0.5
Cameroon,CMR,1900,0.33333334
Cameroon,CMR,1905,0.375
Cameroon,CMR,1910,0.44444442
Cameroon,CMR,1915,0.39999998
Cameroon,CMR,1920,0.4285714
Cameroon,CMR,1925,0.45000002
Cameroon,CMR,1930,0.44
Cameroon,CMR,1935,0.4324324
Cameroon,CMR,1940,0.37500003
Cameroon,CMR,1945,0.34999996
Cameroon,CMR,1950,0.2586207
Cameroon,CMR,1955,0.27027026
Cameroon,CMR,1960,0.28089887
Cameroon,CMR,1965,0.3377193
Cameroon,CMR,1970,0.39426523
Cameroon,CMR,1975,0.49283668
Cameroon,CMR,1980,0.5683453
Canada,CAN,2015,1.0340999
Canada,CAN,2020,1.0402526
Canada,CAN,2025,1.0440946
Canada,CAN,2030,1.0462745
Canada,CAN,2035,1.0485513
Canada,CAN,2040,1.049961
Canada,CAN,1985,0.97504795
Canada,CAN,1990,0.99441344
Canada,CAN,1995,1.0009009
Canada,CAN,2000,1.0079294
Canada,CAN,2005,1.0234817
Canada,CAN,2010,1.0270486
Canada,CAN,1870,0.71428573
Canada,CAN,1875,0.7611465
Canada,CAN,1880,0.80124223
Canada,CAN,1885,0.88958985
Canada,CAN,1890,0.9202454
Canada,CAN,1895,0.9156977
Canada,CAN,1900,1.057143
Canada,CAN,1905,1.0717704
Canada,CAN,1910,1.0620985
Canada,CAN,1915,1.0803213
Canada,CAN,1920,1.0886792
Canada,CAN,1925,1.0680628
Canada,CAN,1930,1.091653
Canada,CAN,1935,1.1024464
Canada,CAN,1940,1.0922401
Canada,CAN,1945,1.0881119
Canada,CAN,1950,1.0610889
Canada,CAN,1955,1.040201
Canada,CAN,1960,1.0200708
Canada,CAN,1965,0.9910011
Canada,CAN,1970,0.97703546
Canada,CAN,1975,0.9705015
Canada,CAN,1980,0.9553073
Central African Republic,CAF,2015,0.582397
Central African Republic,CAF,2020,0.63222414
Central African Republic,CAF,2025,0.68053246
Central African Republic,CAF,2030,0.7380952
Central African Republic,CAF,2035,0.8125984
Central African Republic,CAF,2040,0.88854486
Chile,CHL,2015,1.0173078
Chile,CHL,2020,1.0302457
Chile,CHL,2025,1.0381395
Chile,CHL,2030,1.0437557
Chile,CHL,2035,1.0448029
Chile,CHL,2040,1.0466961
Chile,CHL,1985,0.9923858
Chile,CHL,1990,1.0011655
Chile,CHL,1995,0.9921788
Chile,CHL,2000,0.98417723
Chile,CHL,2005,0.995992
Chile,CHL,2010,1.0077595
Chile,CHL,1870,0.38709676
Chile,CHL,1875,0.43661973
Chile,CHL,1880,0.5
Chile,CHL,1885,0.53571427
Chile,CHL,1890,0.59770113
Chile,CHL,1895,0.6413043
Chile,CHL,1900,0.73626375
Chile,CHL,1905,0.7788462
Chile,CHL,1910,0.7703703
Chile,CHL,1915,0.74925375
Chile,CHL,1920,0.6962963
Chile,CHL,1925,0.70329666
Chile,CHL,1930,0.74626863
Chile,CHL,1935,0.8519314
Chile,CHL,1940,0.89094645
Chile,CHL,1945,0.906
Chile,CHL,1950,0.938856
Chile,CHL,1955,0.9421965
Chile,CHL,1960,0.94609666
Chile,CHL,1965,0.9455782
Chile,CHL,1970,0.95268136
Chile,CHL,1975,0.969163
Chile,CHL,1980,0.9819445
China,CHN,2015,0.9318181
China,CHN,2020,0.9458288
China,CHN,2025,0.95615864
China,CHN,2030,0.9680957
China,CHN,2035,0.9771429
China,CHN,2040,0.9872496
China,CHN,1985,0.8713629
China,CHN,1990,0.94242424
China,CHN,1995,0.8801054
China,CHN,2000,0.8520286
China,CHN,2005,0.88797176
China,CHN,2010,0.9195804
China,CHN,1870,1
China,CHN,1875,1
China,CHN,1880,1
China,CHN,1885,1
China,CHN,1890,1
China,CHN,1895,0.5
China,CHN,1900,0.5
China,CHN,1905,0.25
China,CHN,1910,0.16666667
China,CHN,1915,0.19999999
China,CHN,1920,0.13333333
China,CHN,1925,0.13793103
China,CHN,1930,0.10638298
China,CHN,1935,0.12307692
China,CHN,1940,0.60233915
China,CHN,1945,0.5459184
China,CHN,1950,0.5458515
China,CHN,1955,0.5503597
China,CHN,1960,0.6151603
China,CHN,1965,0.67331666
China,CHN,1970,0.74207187
China,CHN,1975,0.767098
China,CHN,1980,0.78369904
Colombia,COL,2015,1.0206825
Colombia,COL,2020,1.0288844
Colombia,COL,2025,1.0406582
Colombia,COL,2030,1.0535713
Colombia,COL,2035,1.0641025
Colombia,COL,2040,1.0730838
Colombia,COL,1985,0.9771529
Colombia,COL,1990,0.990307
Colombia,COL,1995,0.998503
Colombia,COL,2000,1.0084627
Colombia,COL,2005,1.016
Colombia,COL,2010,1.0161812
Colombia,COL,1870,0.22222221
Colombia,COL,1875,0.26666665
Colombia,COL,1880,0.27941176
Colombia,COL,1885,0.30666667
Colombia,COL,1890,0.3506494
Colombia,COL,1895,0.3896104
Colombia,COL,1900,0.59259254
Colombia,COL,1905,0.6557377
Colombia,COL,1910,0.76829267
Colombia,COL,1915,0.81111115
Colombia,COL,1920,0.851282
Colombia,COL,1925,0.85779816
Colombia,COL,1930,0.8553192
Colombia,COL,1935,0.86345387
Colombia,COL,1940,0.87890625
Colombia,COL,1945,0.8847584
Colombia,COL,1950,0.89285713
Colombia,COL,1955,0.91608393
Colombia,COL,1960,0.9285714
Colombia,COL,1965,0.9305556
Colombia,COL,1970,0.9204819
Colombia,COL,1975,0.92826086
